Grain ID,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
37226,8878,Ti 36.29%;  O 33.79%;  Fe 27.51%;  Mn 2.07%;  V 0.35%;  C 0%;,0,1.01,422.45
37228,9090,Fe 63.28%;  O 28.01%;  Ti 8.7%;  C 0%;,0,1.06,2977.92
37230,9246,Ti 37.1%;  O 34.95%;  Fe 27.26%;  Mg 0.68%;  C 0%;,0,1.08,14384.06
37232,8695,Fe 41.9%;  O 41.79%;  Al 9.4%;  Si 6.91%;  C 0%;,0,1.28,938.39
37233,9651,Fe 68.95%;  O 30.25%;  Ti 0.8%;  C 0%;,0,1.05,232
37234,10070,Fe 70.15%;  O 29.16%;  Al 0.69%;  C 0%;,1.26,1.3,17400.07
37235,8928,Fe 46.8%;  O 38.22%;  Al 8.03%;  Si 6.95%;  C 0%;,2.15,1.63,2676.67
37236,9819,Fe 72.44%;  O 27.56%;  C 0%;,0,1.05,993.8
37238,9125,Ti 38.74%;  O 34.73%;  Fe 26.53%;  C 0%;,1.77,1.37,92762.29
37240,9395,O 48.21%;  Si 24.1%;  Mg 18.67%;  Ti 5.44%;  Fe 3.59%;  C 0%;,0,1.17,647.53
37242,9286,Ti 38.65%;  O 34.19%;  Fe 26.26%;  Mn 0.89%;  C 0%;,0.48,1.21,32043.83
37244,9268,Ti 35.89%;  O 34.13%;  Fe 29.98%;  C 0%;,0,1.14,7060.45
37245,7697,O 49.48%;  Al 21.97%;  Si 21.52%;  Fe 4.33%;  Ti 2.69%;  C 0%;,0,1.08,626.75
37247,9376,Ti 37.24%;  Fe 33.04%;  O 28.95%;  V 0.77%;  C 0%;,0,1.06,14397.91
37249,9572,Ti 34.09%;  Fe 32.14%;  O 31.01%;  Mn 2.77%;  C 0%;,0,1.08,2320.01
37251,9383,Fe 56.22%;  O 30.22%;  Ti 13.56%;  C 0%;,1.93,1.66,26745.9
37252,7606,O 48.41%;  Al 24.4%;  Si 21.49%;  Fe 5.7%;  C 0%;,0,1.25,1883.71
37254,9050,Ti 39.15%;  O 33.41%;  Fe 26.36%;  Mn 1.08%;  C 0%;,0.51,1.15,6125.52
37256,9192,Fe 74.34%;  O 25.66%;  C 0%;,0,1.07,2482.76
37258,9649,Fe 57.81%;  O 29.35%;  Ti 12.83%;  C 0%;,0,1.06,16458.22
37260,9717,Fe 62.06%;  O 29.6%;  Ti 8.34%;  C 0%;,0,1.07,2160.73
37262,7633,O 43.46%;  Fe 22.49%;  Al 18.93%;  Si 15.12%;  C 0%;,1.79,2.5,6094.35
37263,8427,O 44.13%;  Fe 34.55%;  Al 11.73%;  Si 7.64%;  Sr 1.94%;  C 0%;,2.29,1.67,21271.37
37265,9555,Ti 35.23%;  Fe 34.52%;  O 30.24%;  C 0%;,0,1.06,3164.91
37267,9163,Fe 72.8%;  O 26.62%;  Al 0.58%;  C 0%;,1.53,1.55,39097.35
37269,9512,Ti 55.11%;  O 41.62%;  Fe 3.28%;  C 0%;,1.41,1.35,13566.86
37271,9466,Fe 34.9%;  Ti 32.71%;  O 32.39%;  C 0%;,0.28,1.16,18567
37273,9545,Ti 40.55%;  Fe 28.14%;  O 28.06%;  Mn 3.25%;  C 0%;,0,1.14,9737.11
37275,9469,Fe 35.54%;  Ti 34.49%;  O 28.5%;  Mn 1.47%;,1.29,1.27,27293.01
37277,9369,Fe 34.95%;  Ti 31.53%;  O 29.99%;  Mn 3.53%;  C 0%;,0,1.07,19366.88
37279,9623,Ti 35.86%;  Fe 32.28%;  O 31.34%;  Mg 0.53%;  C 0%;,0,1.07,12347.99
37281,9458,Ti 36.08%;  O 32.43%;  Fe 31.49%;  C 0%;,0,1.14,8365.88
37283,9310,Ti 35.9%;  Fe 32.78%;  O 30.18%;  Mn 1.14%;  C 0%;,0,1.06,706.39
37285,8532,Fe 46.51%;  O 36.05%;  Al 9.88%;  Si 7.56%;  C 0%;,0,1.08,1000.72
37371,9283,Ti 56.47%;  O 40%;  Fe 3.53%;  C 0%;,0,1.13,12992.05
37377,9141,Ti 37.63%;  O 33.9%;  Fe 28.47%;  C 0%;,0.58,1.26,16520.54
37378,6111,O 40.14%;  Fe 20.95%;  Al 20.25%;  Si 18.66%;  C 0%;,2.27,1.23,744.48
37380,9316,Fe 35.54%;  Ti 33.63%;  O 28.83%;  Mn 2%;  C 0%;,0,1.07,633.67
37381,9376,Ti 36.94%;  O 28.79%;  Fe 25.33%;  Mn 8.93%;  C 0%;,0,1.04,436.3
37382,6673,Fe 66.97%;  O 27.18%;  Al 2.73%;  Ti 2.08%;  Si 1.04%;  C 0%;,0,2.28,2385.8
37383,9003,Ti 40.57%;  O 32.42%;  Fe 27.01%;  C 0%;,0,1.46,9785.59
37384,9199,Ti 34.74%;  O 32.97%;  Fe 27.18%;  Mn 5.1%;  C 0%;,0,1.07,41.55
37385,9237,Ti 59.61%;  O 40.39%;  C 0%;,28.53,1.69,806.81
37390,9334,Ti 35.25%;  Fe 34.43%;  O 28.88%;  Mn 1.44%;  C 0%;,0,1.28,5097.1
37395,9261,Fe 34.36%;  Ti 33.86%;  O 29.78%;  Mn 1.99%;  C 0%;,0.5,1.59,45215.95
37396,8286,Ti 56.02%;  O 35.12%;  Fe 8.06%;  V 0.8%;  C 0%;,0,2.7,5768.86
37397,8173,Ti 43.11%;  O 30.83%;  Fe 25.21%;  Na 0.85%;  C 0%;,0,1.06,51.94
37398,9390,Fe 35.58%;  Ti 33.12%;  O 31.3%;  C 0%;,0,1.08,31.16
37399,9102,Ti 34.84%;  Fe 33.94%;  O 29.31%;  Mn 1.91%;  C 0%;,0,1.05,186.99
37402,9539,Ti 35.66%;  Fe 33.16%;  O 30.66%;  Mg 0.52%;  C 0%;,0,1.05,8300.09
37403,8859,Ti 37.47%;  O 34.95%;  Fe 27.58%;  C 0%;,0,1.09,4640.02
37434,9257,Fe 68.61%; O 27.33%;  Ti 2.5%;  Al 1.07%;  Si 0.42%;  Mn 0.07%;  V 0.01%;  C 0%;,0.73,1.2,231093.72
37435,7789,Fe 69.72%;  O 27.05%;  Al 2.09%;  Ti 1.15%;  C 0%;,12.05,1.22,1440.48
37436,7506,Fe 72.33%;  O 23.76%;  Al 2.47%;  Ti 1.34%;  Si 0.1%;  C 0%;,0,1.03,145.43
37438,8947,Ti 35.77%;  Fe 32.91%;  O 30.72%;  Pt 0.5%;  Mn 0.1%;  C 0%;,0,1.04,7202.42
37440,7753,Ti 55.37%;  O 36.92%;  Fe 7.08%;  V 0.31%;  Al 0.31%;  C 0%;,61.77,1.16,2406.58
37441,8991,Ti 35.75%;  Fe 32.16%;  O 29.76%;  Mn 2.34%;  C 0%;,0,1.3,3847.06
37442,9162,Ti 37.37%;  Fe 31.58%;  O 28.74%;  Mn 2.32%;,0,1,10.39
37443,8865,Ti 35.26%;  Fe 31.56%;  O 30.22%;  Mn 2.95%;  C 0%;,0,1.5,31.16
37445,9258,Fe 71.23%;  O 27.85%;  Ti 0.65%;  Mg 0.27%;  C 0%;,0,1.06,1485.5
37447,9686,Fe 71.99%;  O 27.8%;  Ti 0.21%;  C 0%;,0.09,1.16,141544.81
37448,6238,O 41.31%;  Al 22.52%;  Fe 18.79%;  Si 16.67%;  Cl 0.71%;  C 0%;,1.43,1.68,6904.63
37450,8995,Ti 42.42%;  O 34.45%;  Fe 14.27%;  Mn 8.85%;  C 0%;,78.12,2.66,5086.71
37451,9136,Fe 36.02%;  Ti 32.33%;  O 29.51%;  Mn 2.14%;  C 0%;,0,1.06,4390.7
37452,9301,Ti 40.89%;  O 33.58%;  Fe 16.65%;  Mn 8.82%;  V 0.06%;  C 0%;,5.59,1.61,16593.26
37453,9075,Ti 44.85%;  O 38.34%;  Fe 11.99%;  Mn 4.82%;  C 0%;,0,1.5,31.16
37454,8421,Ti 39.88%;  O 35.2%;  Fe 19.06%;  Mn 5.15%;  Al 0.7%;  C 0%;,0,1,90.03
37455,8967,Ti 38.86%;  O 36.01%;  Fe 19.13%;  Mn 6%;  C 0%;,0,1.22,65.79
37456,9120,Ti 36.5%;  O 31.12%;  Fe 22.89%;  Mn 8.84%;  Y 0.37%;  V 0.28%;  C 0%;,0,1.21,315.11
37458,9767,Fe 73.13%;  O 26.87%;  C 0%;,0.16,1.13,101346.32
37460,9327,Fe 33.88%; Ti 33.22%;  O 30.21%;  Mn 2.69%;  C 0%;,5.33,1.14,10457.36
37462,9708,Fe 72.95%;  O 27.05%;  C 0%;,0.11,2.53,21558.77
37463,11276,Ce 30.83%;  O 26.48%;  P 16.69%;  La 14.68%;  Nd 9.84%;  Ca 1.48%;  C 0%;,0,1.07,11039.09
37464,9825,Fe 72.98%;  O 27.02%;  C 0%;,0,1.05,183.52
37466,8508,Fe 75.9%;  O 23.62%;  Ti 0.48%;  C 0%;,0,1.03,315.11
37468,8756,Fe 74.61%;  O 24.78%;  Al 0.61%;  C 0%;,0,1.07,1367.77
37470,8846,Ti 35.32%; O 35.12%;  Fe 29.55%;  C 0%;,0,1.14,2122.64
37472,8898,Ti 41.89%;  O 33.85%;  Fe 23.74%;  Al 0.54%;  C 0%;,0,1.07,10852.1
37474,9390,Fe 73.35%;  O 26.39%;  Al 0.26%;  C 0%;,0,1.05,21295.61
37476,9368,Fe 70.25%;  O 28.07%;  Au 1.34%;  Na 0.33%;  C 0%;,0.99,1.11,8985.71
37478,9014,Ti 36.23%;  O 31.64%;  Fe 31.16%;  Mn 0.96%;  C 0%;,0,1.07,26278.44
37480,9339,Fe 69.02%;  O 27.43%;  Ti 3.07%;  Na 0.44%;  Al 0.03%;  C 0%;,0.36,1.64,212190.83
37482,9187,Ti 34.23%; Fe 32.71%;  O 30.56%;  Mn 2.5%;  C 0%;,0,1.29,12462.26
37484,9143,Ti 34.76%;  Fe 34.32%;  O 30.92%;  C 0%;,0,1.03,765.26
37486,9029,Fe 35.9%;  Ti 34.05%;  O 29.11%;  Mn 0.94%;  C 0%;,0,1.09,7070.83
37488,9671,Ti 35.62%;  Fe 32.29%;  O 29.18%;  Mn 2.91%;,0,1.07,744.48
37490,9774,Fe 34.68%;  Ti 34.01%;  O 28.52%;  Au 2.02%;  Na 0.77%;  C 0%;,0,1.07,17628.61
37492,9545,Ti 31.6%;  Fe 31.6%;  O 30.98%;  Mn 5.83%;  C 0%;,0,1.08,519.41
37494,9701,Fe 64.5%;  O 29.1%;  Ti 6.41%;  C 0%;,1.92,1.33,15062.75
37496,9656,O 36.72%;  Ti 36.62%;  Fe 25.44%;  V 1.23%;  C 0%;,0,1.06,5886.59
37498,9787,Fe 72.09%;  O 27.24%;  Na 0.66%;  C 0%;,0,1.12,15239.35
37500,9477,Ti 36.8%;  Fe 31.39%;  O 29%;  Mn 2.16%;  V 0.65%;  C 0%;,0,1.15,20928.56
37501,1376,Fe 45.76%;  Al 18.64%;  O 12.71%;  Ti 12.15%;  Si 10.17%;  Mg 0.56%;  C 0%;,6.78,1.32,571.35
37503,9692,Fe 34.99%;  Ti 33.48%;  O 29.36%;  Mn 2.17%;  C 0%;,0,1.11,8303.56
37505,9512,Fe 36.04%;  Ti 33.08%;  O 28.79%;  Mn 2.09%;  C 0%;,0,1.12,14629.91
37507,9360,Ti 34.74%;  Fe 34.24%;  O 28.82%;  Mn 2.21%;,2.08,1.18,8961.47
37509,9377,Fe 39.22%;  O 32.29%;  Ti 28.49%;  C 0%;,0,1.13,57141.49
37511,8409,Ti 37.78%;  O 31.56%;  Fe 30.09%;  Na 0.57%;  C 0%;,0,1.09,5928.14
37513,9423,Fe 36.64%;  Ti 33.73%;  O 28.83%;  Zr 0.8%;  C 0%;,0,1.06,2316.55
37515,9732,Fe 71.97%;  O 28.03%;  C 0%;,0,1.14,65680.51
37517,9428,Ti 34.58%;  Fe 34.36%;  O 31.06%;  C 0%;,0,1.05,10433.12
37519,9519,Fe 36.23%;  Ti 32.92%;  O 28.05%;  Mn 2.8%;  C 0%;,1.06,1.33,42099.51
37521,9232,Ti 38.63%;  O 31.9%;  Fe 28.19%;  V 0.7%;  Mg 0.58%;  C 0%;,0,1.26,3691.24
37523,9569,Fe 42.24%;  O 33.54%;  Ti 24.21%;  C 0%;,0,1.1,15391.7
37525,9412,Ti 37.3%;  O 32.46%;  Fe 30.24%;  C 0%;,0,1.04,474.39
37527,9672,Fe 69.24%;  O 28.43%;  Ti 2.33%;  C 0%;,2.7,1.39,21562.24
37529,9998,Fe 70.53%;  O 28.68%;  Ti 0.79%;  C 0%;,0,1.14,6669.16
37531,9543,Ti 33%;  Fe 32.34%;  O 31.57%;  Mn 3.08%;  C 0%;,0,1.08,4072.14
37533,9513,Fe 38.44%;  Ti 31.55%;  O 28.47%;  Mn 1.54%;  C 0%;,0,1.04,436.3
37535,9721,Fe 73.13%;  O 26.33%;  Al 0.53%;  C 0%;,0,1.08,15817.62
37537,9292,Ti 37.79%;  O 33.14%;  Fe 29.07%;  C 0%;,0.18,1.13,17659.77
37609,9399,Ti 35%;  O 31.77%;  Fe 30.73%;  Mn 2.5%;  C 0%;,0,1.05,741.02
37614,9617,Fe 72.17%;  O 27.83%;  C 0%;,0,1.05,13750.38
37615,9687,Fe 34.6%;  Ti 33.04%;  O 29.81%;  Mn 2.54%;  C 0%;,0,1.06,3656.61
37616,9412,Ti 35.8%;  Fe 32.15%;  O 28.8%;  Mn 3.25%;  C 0%;,0.2,1.13,15890.33
37619,9411,Ti 32.22%;  O 29.69%;  Fe 26.95%;  Mn 11.14%;  C 0%;,0,1.25,713.32
37628,9341,Fe 37.67%;  O 31.45%;  Ti 30.88%;  C 0%;,0,1.07,7659.49
37637,9307,Ti 34.12%;  Fe 34.12%;  O 31.03%;  Pd 0.72%;  C 0%;,0.43,1.42,45943.11
37638,8553,Ti 49.22%;  O 37.49%;  Fe 13.29%;  C 0%;,0,1.47,2053.38
37640,9138,Ti 40.27%;  O 35.62%;  Fe 24.1%;  C 0%;,0,1.09,11080.64
37657,8559,Fe 58.02%;  O 30.71%;  Al 4.69%;  Ti 3.64%;  Si 2.88%;  V 0.06%;  C 0%;,51.92,1.53,42712.41
37658,8910,Ti 44.73%;  O 36.55%;  Fe 18.71%;  Mn 0.02%;  C 0%;,6.31,2.09,29554.15
37659,8774,Ti 39.73%;  O 38%;  Fe 21.65%;  V 0.61%;  C 0%;,0,1,10.39
37660,9141,O 34.93%;  Fe 32.64%;  Ti 32.44%;  C 0%;,0,1.19,51.94
37661,8829,Ti 38.83%;  O 37.68%;  Fe 23.49%;  C 0%;,0,1.5,31.16
37662,8371,O 38.5%;  Ti 38.06%;  Fe 20.68%;  Al 1.43%;  Si 1.32%;  C 0%;,0,1.23,332.42
37663,8829,Ti 38.83%;  O 37.68%;  Fe 23.49%;  C 0%;,0,1.67,20.78
37664,8829,Ti 38.83%;  O 37.68%;  Fe 23.49%;  C 0%;,0,0,3.46
37665,8829,Ti 38.83%;  O 37.68%;  Fe 23.49%;  C 0%;,0,1,13.85
37666,9094,Fe 34.72%; Ti 33.33%;  O 31.05%;  Mn 0.63%;  Y 0.27%;  C 0%;,0.47,1.54,19141.81
37667,8774,Ti 39.73%;  O 38%;  Fe 21.65%;  V 0.61%;  C 0%;,0,1,41.55
37668,8938,Ti 33.35%; Fe 31.36%;  O 31%;  Mn 4.22%;  Pd 0.07%;  C 0%;,0,1.15,117.73
37669,8887,Ti 35.61%;  O 31.41%;  Fe 28.99%;  Mn 3.99%;  C 0%;,0,1.5,31.16
37670,9010,Ti 34.65%;  Fe 32.2%;  O 29.02%;  Mn 4.13%;  C 0%;,7.74,1.3,1980.66
37671,8905,Ti 55.86%;  O 38.2%;  Fe 5.95%;  C 0%;,0,1.4,41.55
37672,8419,Ti 41.58%;  Fe 27.03%;  O 26.72%;  Mn 3.32%;  As 1.36%;  C 0%;,0,1,283.94
37673,8208,Fe 72.34%;  O 25.89%;  Al 1.78%;  C 0%;,0,1.02,578.27
37674,8927,Fe 67.32%;  O 30.31%;  Al 1.81%;  Si 0.54%;  C 0%;,7.31,2.27,6011.25
37675,8270,Fe 60.54%;  O 30.95%;  Al 4.99%;  Si 3.51%;  C 0%;,0,1.03,166.21
37676,9017,Fe 68.41%;  O 29.33%;  Al 1.48%;  Si 0.77%;  Ti 0%;  C 0%;,3.28,2.01,27372.65
37677,8795,Fe 68.03%;  O 29.47%;  Al 1.69%;  Si 0.81%;  C 0%;,0,1.08,273.55
37678,8359,Fe 66.94%;  O 28.99%;  Al 3.06%;  Zr 0.63%;  Si 0.37%;  C 0%;,0,1.13,121.19
37679,9236,Fe 69.33%;  O 28.45%;  Al 1.48%;  Si 0.74%;  C 0%;,0,1.67,20.78
37680,8107,Fe 72.05%;  O 23.65%;  Al 2.23%;  Si 1.31%;  Ti 0.76%;  C 0%;,0,1.13,304.72
37681,8866,Fe 66.67%;  O 28.93%;  Bi 2.03%;  Al 1.68%;  Si 0.68%;  C 0%;,0,1.02,93.49
37682,8878,Fe 49.67%;  O 34.58%;  Al 8.7%;  Si 7.05%;  C 0%;,0,1.27,24.24
37683,8698,Fe 65.63%;  O 29.23%;  Al 3.29%;  Si 1.85%;  C 0%;,0,1.02,270.09
37684,8116,Fe 66.48%;  O 28.82%;  Ti 2.44%;  Al 1.73%;  Si 0.53%;  C 0%;,0,1,128.12
37685,8503,Fe 66.08%;  O 29.99%;  Al 2.57%;  Si 1.36%;  C 0%;,0,1.33,55.4
37687,8936,Ti 34.82%;  Fe 32.94%;  O 31.44%;  Mn 0.79%;  C 0%;,0,1.07,12275.27
37689,9146,Ti 35.15%;  Fe 33.93%;  O 30.73%;  Mn 0.18%;  C 0%;,0,1.08,14429.07
37691,9090,Ti 36.81%;  O 33.26%;  Fe 28.16%;  Mn 1.77%;  C 0%;,0.23,1.2,107447.6
37692,9238,Ti 39.12%;  O 35.04%;  Fe 25.51%;  Mn 0.32%;  C 0%;,0.58,2.1,360879.2
37693,9497,Ti 60.04%;  O 39.96%;  C 0%;,5.38,2.29,26070.67
37694,9268,Ti 60.16%;  O 39.84%;  C 0%;,0,1.05,398.21
37695,6329,O 53.26%;  Fe 21.83%;  Al 11.31%;  Si 10.17%;  Ti 3.43%;  C 0%;,24.33,3.89,10564.7
37696,6840,O 53.49%;  Al 18.43%;  Si 16.87%;  Fe 10.12%;  Ti 1.08%;  C 0%;,0,1.17,1946.04
37697,7741,Fe 67.07%;  O 28.81%;  Ti 3.51%;  Si 0.61%;  C 0%;,0,1.14,204.3
37698,9409,Fe 34.08%;  Ti 33.23%;  O 30.88%;  Mn 1.81%;,0,1.14,3396.91
37699,7780,O 51.1%;  Al 21.64%;  Si 17.6%;  Fe 9.66%;  C 0%;,0,1.04,675.23
37700,8944,Ti 38.43%;  O 36.57%;  Fe 23.58%;  Mn 1.42%;  C 0%;,0,1.42,83.1
37701,8750,Fe 48.65%;  O 34.77%;  Ti 15.18%;  Si 0.75%;  Al 0.65%;  C 0%;,0,1.02,162.75
37702,8339,Ti 35.38%;  O 32.76%;  Fe 31.22%;  Al 0.59%;  Mn 0.05%;  C 0%;,0,1.23,124.66
37703,9488,Ti 60.57%;  O 39.43%;  C 0%;,0,1.07,242.39
37704,8931,Ti 43.43%;  O 36.02%;  Fe 19.46%;  Mn 0.86%;  Zr 0.24%;  C 0%;,0,1.21,536.72
37705,9488,Ti 60.57%;  O 39.43%;  C 0%;,0,1,69.25
37706,9323,Ti 50.44%;  O 36.78%;  Fe 11.46%;  Mn 0.72%;  V 0.35%;  Mg 0.25%;  C 0%;,0,1.11,741.02
37707,9488,Ti 60.57%;  O 39.43%;  C 0%;,0,0,3.46
37708,9488,Ti 60.57%;  O 39.43%;  C 0%;,0,1.03,20.78
37709,9402,Ti 35.98%;  O 34.59%;  Fe 23.99%;  Bi 2.86%;  Mn 2.12%;  V 0.46%;  C 0%;,0,1.29,51.94
37710,9055,Ti 47.5%;  O 37.7%;  Fe 14.8%;  C 0%;,0,1.67,20.78
37711,9239,O 35.02%;  Ti 32.23%;  Fe 30.17%;  Bi 2.58%;  C 0%;,0.46,1.81,20125.22
37712,9181,Ti 39.58%;  O 36.67%;  Fe 23.75%;  C 0%;,0,1.5,31.16
37714,9321,Fe 69.95%;  O 27.27%;  Eu 2.75%;  Ti 0.03%;  C 0%;,0,1.06,15253.2
37716,9440,Ti 34.91%;  Fe 32.15%;  O 31.1%;  Mn 1.84%;  C 0%;,0,1.04,2995.24
37718,9792,Fe 73.09%;  O 26.9%;  Ti 0.01%;  C 0%;,0,1.1,109040.44
37720,9053,Ti 37.15%;  Fe 31.65%;  O 30.59%;  Mn 0.6%;  C 0%;,0,1.07,12088.29
37722,8780,Ti 55.89%;  O 39.72%;  Fe 4.38%;  C 0%;,30.65,1.74,5484.92
37723,9129,Ti 36.34%;  O 32.98%;  Fe 26.47%;  Mn 4.2%;  C 0%;,0,1.3,893.38
37724,9172,Ti 33.77%;  O 31.57%;  Fe 29.56%;  Mn 5.1%;  C 0%;,2.06,1.21,12521.13
37725,9044,Ti 38.15%;  O 32.1%;  Fe 26.15%;  Mn 3.59%;  C 0%;,0,1.08,453.61
37727,9020,Ti 39.24%;  O 31.83%;  Fe 28.94%;  C 0%;,0,1.14,7611.02
37729,8059,Fe 48.22%;  O 37.32%;  Al 8.78%;  Si 5.32%;  Sr 0.37%;  C 0%;,9.76,2.69,9667.86
37730,9163,Ti 35.51%;  Fe 33.24%;  O 31.26%;  C 0%;,0,1.12,30797.26
37731,8393,Fe 47.2%;  O 38.69%;  Al 8.19%;  Si 5.06%;  Sr 0.86%;  C 0%;,0,1.72,342.81
37732,9175,Fe 68.53%;  O 27.99%;  Ti 3.34%;  Mn 0.14%;  C 0%;,0.16,2.42,58907.46
37733,9308,Fe 72.21%;  O 27.79%;  C 0%;,0,1.03,24.24
37734,9308,Fe 72.21%;  O 27.79%;  C 0%;,0,0,3.46
37735,8393,Fe 47.2%;  O 38.69%;  Al 8.19%;  Si 5.06%;  Sr 0.86%;  C 0%;,0,0.5,17.31
37736,8393,Fe 47.2%;  O 38.69%;  Al 8.19%;  Si 5.06%;  Sr 0.86%;  C 0%;,0,0,3.46
37737,9308,Fe 72.21%;  O 27.79%;  C 0%;,0,1.04,10.39
37738,8393,Fe 47.2%;  O 38.69%;  Al 8.19%;  Si 5.06%;  Sr 0.86%;  C 0%;,0,1,13.85
37739,9308,Fe 72.21%;  O 27.79%;  C 0%;,0,1.15,772.18
37740,9308,Fe 72.21%;  O 27.79%;  C 0%;,0,1,114.27
37741,8555,Fe 50.54%;  O 38.57%;  Al 4.26%;  Bi 3.63%;  Si 2.99%;  C 0%;,0,1.04,10.39
37742,8393,Fe 47.2%;  O 38.69%;  Al 8.19%;  Si 5.06%;  Sr 0.86%;  C 0%;,0,1.12,34.63
37743,7415,Fe 71.61%;  O 25.46%;  Al 1.95%;  Si 0.99%;  C 0%;,0,1,110.81
37745,9206,Ti 34.44%; Fe 34.17%;  O 30.62%;  Mn 0.77%;  C 0%;,0,1.18,2108.78
37747,9632,Fe 72.96%;  O 27.04%;  C 0%;,0,1.12,83683.09
37749,9185,Ti 33.87%; Fe 33.3%;  O 29.69%;  Mn 3.14%;  C 0%;,0,1.04,10491.98
37751,9067,Fe 36.02%;  Ti 32.58%;  O 29.72%;  Eu 1.25%;  Na 0.43%;  C 0%;,0,1.06,14093.19
37753,9592,Ti 35.07%;  Fe 34.13%;  O 30.79%;  C 0%;,2.52,1.46,50423.85
37754,6340,Fe 66.07%;  O 23.55%;  Ti 4.57%;  Al 3.88%;  Si 1.94%;  C 0%;,0.04,2.44,5370.65
37755,9669,Ti 33.58%;  O 32.73%;  Fe 31.78%;  Mn 1.91%;  C 0%;,0.04,1.15,92772.68
37756,10051,Fe 72%;  O 28%;  C 0%;,0.82,1.26,29748.06
37758,9477,Ti 34.55%;  Fe 34.04%;  O 29.98%;  Mn 1.42%;  C 0%;,0,1.07,39706.79
37760,8956,Ti 41.64%;  O 36.88%;  Fe 20.92%;  V 0.56%;  C 0%;,0,1.06,1229.26
37762,9531,Fe 35.63%;  Ti 35.51%;  O 28.86%;  C 0%;,0,1.09,29083.22
37764,9081,Ti 37.11%;  O 33.58%;  Fe 29.31%;  C 0%;,0,1.05,1814.46
37766,9638,Fe 35.54%;  Ti 33.62%;  O 30.84%;  C 0%;,0,1.06,4989.75
37768,9488,Fe 35.05%;  Ti 32.95%;  O 30.33%;  Mn 1.68%;  C 0%;,0,1.06,14103.58
37770,9505,Ti 35.25%;  Fe 33.58%;  O 31.18%;  C 0%;,0,1.06,6592.98
37772,9936,Fe 72.84%;  O 27.16%;  C 0%;,0,1.07,7112.39
37774,9626,Fe 35.29%;  Ti 32.67%;  O 30.15%;  Mn 1.26%;  Nb 0.63%;  C 0%;,0,1.09,18657.03
37776,9605,Ti 36.03%;  Fe 32.46%;  O 29.83%;  Mn 1.68%;  C 0%;,0,1.07,22545.64
37778,9386,Fe 35.6%;  Ti 33.44%;  O 29.56%;  Mn 1.4%;  C 0%;,0,1.09,11136.05
37780,9489,Fe 73.34%;  O 26.66%;  C 0%;,0,1.07,33820.2
37782,9791,Fe 69.16%;  O 27.93%;  Eu 2.91%;  C 0%;,1.55,1.78,79718.29
37783,8101,O 40.67%;  Fe 32.64%;  Al 14.51%;  Si 12.18%;  C 0%;,0,1.21,4664.26
37784,9226,O 54.6%;  Al 22.28%;  Si 21.31%;  Fe 1.81%;  C 0%;,0,1.08,2707.83
37786,8733,Ti 36.61%;  Fe 32.88%;  O 27.46%;  Mn 3.05%;  C 0%;,0,1.1,81743.97
37788,9032,Ti 37.36%;  O 34.34%;  Fe 28.3%;  C 0%;,0,1.1,12483.04
37790,9834,Fe 71.92%;  O 28.08%;  C 0%;,0,1.14,11323.03
37792,9353,Ti 35.71%;  O 32.38%;  Fe 31.34%;  Al 0.57%;  C 0%;,0,1.09,5533.4
37794,8649,O 42.83%;  Ti 30.45%;  Fe 25.82%;  Mn 0.89%;  C 0%;,4.72,1.41,14477.55
37796,9406,Ti 35.48%;  O 31.46%;  Fe 29.95%;  Mn 2.51%;  V 0.6%;  C 0%;,0,1.15,5339.48
37798,9243,Ti 37.3%;  O 31.72%;  Fe 30.98%;  C 0%;,0,1.05,4155.24
37800,9451,Fe 36%;  Ti 33.55%;  O 28.95%;  Mn 1.5%;  C 0%;,0,1.06,509.02
37802,9834,Fe 72.18%;  O 26.78%;  Al 0.52%;  Si 0.52%;  C 0%;,0,1.08,9460.1
37892,9304,Ti 34.02%;  O 32.99%;  Fe 31.49%;  Bi 1.5%;  C 0%;,0.48,1.13,12857.01
37905,8393,Ti 47.46%;  O 35.1%;  Fe 17.45%;  C 0%;,2.99,2.29,4591.54
37906,8090,Ti 48.29%;  O 38.25%;  Fe 13.03%;  V 0.43%;  C 0%;,7.51,3.52,10391.56
37907,8732,Ti 38.4%;  O 37.09%;  Fe 23.52%;  Mn 0.98%;  C 0%;,0,1.08,148.9
37908,8485,Ti 44.58%;  O 29.99%;  Fe 25.43%;  C 0%;,0,1.08,31.16
37909,8756,Ti 38.86%;  O 35.9%;  Fe 25.25%;  C 0%;,0,1.2,249.31
37910,8769,Ti 37.51%;  O 36.92%;  Fe 20.24%;  Mn 5.33%;  C 0%;,0,1.06,322.03
37916,9633,Fe 34.29%;  Ti 34%;  O 30.19%;  Mn 1.52%;  C 0%;,0,1.12,20700.02
37918,9102,Fe 35.51%;  Ti 34.27%;  O 30.21%;  C 0%;,0,1.09,14145.13
37927,9372,Ti 34.44%;  Fe 33.71%;  O 31.85%;  C 0%;,0,1.11,5983.55
37930,9552,Fe 34.33%;  Ti 33.26%;  O 32.41%;  C 0%;,0,1.06,6831.91
37945,8826,O 42.27%;  Ti 41.04%;  Fe 16.7%;  C 0%;,8.37,1.33,1326.21
