Grain ID,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
18173,8334,O 40.36%;  Fe 32.04%;  Al 13.57%;  Si 11.74%;  Eu 2.28%;  C 0%;,0,1.09,2365.02
18174,8178,O 40.56%;  Fe 35.49%;  Al 13.2%;  Si 10.75%;  C 0%;,0,1.05,6177.46
18176,8968,Ti 35.32%;  Fe 31.84%;  O 31.45%;  Mg 0.61%;  Al 0.5%;  V 0.28%;  C 0%;,0,1.05,2299.23
18178,9477,Ti 33.88%;  Fe 31.4%;  O 30.58%;  Mn 4.13%;  C 0%;,1.77,1.44,21385.64
18180,9553,Fe 39.94%;  Ti 30.24%;  O 29.82%;  C 0%;,0,1.09,66930.54
18182,9554,Ti 34.97%;  Fe 33.37%;  O 29.46%;  Mn 2.2%;  C 0%;,0,1.06,8494
18184,8539,Ti 52.44%;  O 39%;  Fe 7.06%;  Al 0.9%;  V 0.6%;  C 0%;,0,1.78,1350.45
18185,9577,Ti 35.49%;  Fe 32.73%;  O 31.77%;,4.31,1.26,1305.44
18187,9656,Fe 35.81%;  Ti 34.33%;  O 29.86%;  C 0%;,0.22,1.08,18532.37
18189,9291,Ti 37.56%;  O 32.27%;  Fe 30.18%;  C 0%;,0.77,1.13,4006.34
18191,9577,Ti 34.07%;  Fe 33.65%;  O 32.28%;  C 0%;,0,1.07,14387.52
18193,9107,Fe 33.49%;  O 32.65%;  Ti 31.82%;  Mn 2.04%;  C 0%;,0,1.06,1042.27
18195,9671,Ti 34.59%;  O 29.41%;  Fe 26.81%;  Mn 7.78%;  Na 0.86%;  Al 0.54%;  C 0%;,7.14,2.89,25447.39
18197,9626,Fe 34.61%;  Ti 33.84%;  O 31.54%;  C 0%;,0,1.04,26309.6
18199,9873,Fe 69.92%;  O 28.1%;  Au 1.97%;,0,1.05,5862.35
18201,9824,Fe 69.86%;  O 28.88%;  Na 1.26%;  C 0%;,0,1.08,10526.61
18203,9738,Ti 34.74%;  Fe 31.82%;  O 30.21%;  Mn 3.22%;  C 0%;,0,1.08,14394.45
18205,8869,Ti 40.65%;  O 35.84%;  Fe 23.51%;,2.58,1.37,3009.09
18207,9404,Ti 35.39%;  O 33.72%;  Fe 28.6%;  Mn 2.3%;,0,1.08,6728.03
18209,8436,Fe 43.15%;  O 39.61%;  Al 9.13%;  Si 8.11%;  C 0%;,3.31,1.26,910.69
18211,9718,Ti 36.45%;  Fe 31.17%;  O 29.44%;  Mn 2.94%;  C 0%;,0.96,1.58,14176.3
18212,9685,Ti 59.75%;  O 37.36%;  Fe 2.9%;  C 0%;,0,1.2,1111.53
18214,9376,Ti 34.47%;  Fe 32.87%;  O 31.17%;  Mn 1.49%;  C 0%;,0,1.08,11451.15
18216,9301,Ti 40.3%;  O 36.25%;  Fe 23.45%;  C 0%;,0,1.11,11001
18218,9415,Ti 34.36%;  Fe 34.36%;  O 30.26%;  Mn 1.03%;  C 0%;,0,1.07,5266.77
18220,8869,Fe 52.61%;  O 37.49%;  Al 6.45%;  Si 3.45%;  C 0%;,5,2.43,2517.38
18221,9000,Fe 56%;  O 36.65%;  Al 5.19%;  Si 2.16%;  C 0%;,0,1.45,1101.14
18223,9605,Fe 35.35%;  Ti 34.61%;  O 30.04%;  C 0%;,0.94,1.36,9868.7
18225,9595,Ti 34.99%;  Fe 34.78%;  O 30.23%;  C 0%;,0,1.19,7666.42
18227,9353,Ti 36.72%;  O 32.15%;  Fe 29.7%;  Mn 1.42%;  C 0%;,0,1.1,5315.25
18229,9443,Fe 37.9%;  Ti 31.45%;  O 28.57%;  Mn 2.08%;  C 0%;,0,1.12,16863.35
18231,9685,Fe 72.34%;  O 27.66%;  C 0%;,0,1.07,10491.98
18320,9448,Ti 35.45%;  O 32.43%;  Fe 32.12%;  C 0%;,0.62,1.12,20409.16
18321,9482,Fe 36.85%;  Ti 33.45%;  O 29.71%;  C 0%;,0,1.08,14584.9
18322,11457,Y 37.7%;  O 33.27%;  P 18.94%;  Dy 7.61%;  Al 2.48%;  C 0%;,0,1.06,135.05
18323,11639,O 44.15%;  Y 35.09%;  P 20.75%;  C 0%;,7.23,2.02,5910.83
18324,11582,Y 41.27%;  O 35.52%;  P 19.51%;  Dy 3.7%;  C 0%;,0,1.09,238.93
18325,9465,Ti 36.2%;  O 33.74%;  Fe 30.06%;  C 0%;,3.32,1.33,18258.82
18327,8785,Ti 37.38%;  O 35.16%;  Fe 26.99%;  Al 0.47%;  C 0%;,0,1.03,581.73
18328,9192,Ti 39.17%;  O 34.68%;  Fe 24.95%;  Al 1.2%;  C 0%;,0,1.06,7050.06
18336,9342,O 35.81%;  Fe 33.57%;  Ti 30.62%;  C 0%;,0.43,1.21,17812.13
18337,9759,Fe 73.05%;  O 26.95%;  C 0%;,0.12,1.27,139889.64
18348,9221,Ti 35.94%;  Fe 32.71%;  O 30.83%;  Mg 0.52%;  C 0%;,0,1.04,4899.72
18349,9487,Fe 72.25%;  O 27.75%;  C 0%;,0.23,1.16,22507.55
18359,9092,Fe 72.55%;  O 26.58%;  Al 0.87%;  C 0%;,0,1.15,4331.84
18381,9154,Ti 37.77%;  O 34.91%;  Fe 27.31%;  C 0%;,0.43,1.15,135734.4
18383,8094,Fe 64.88%;  O 28.5%;  Al 4.54%;  Si 2.08%;  C 0%;,36.94,1.23,6686.47
18384,8765,Fe 60.74%;  O 32.4%;  Al 4.72%;  Si 2.14%;  C 0%;,0,1.22,543.64
18385,8679,Fe 62.63%;  O 31.15%;  Al 4.67%;  Si 1.56%;  C 0%;,8.91,1.12,318.57
18386,8422,Fe 60.81%;  O 31.64%;  Al 5.07%;  Si 2.48%;  C 0%;,0,1,76.18
18387,8388,Fe 63.06%;  O 29.91%;  Al 4.69%;  Si 2.34%;  C 0%;,0,1.23,713.32
18388,8808,Fe 62.31%;  O 31.37%;  Al 4.36%;  Si 1.96%;  C 0%;,0,1,159.28
18389,8252,Fe 69.98%;  O 25.84%;  Al 3.89%;  Si 0.29%;  C 0%;,1.14,1.27,1797.14
18390,8536,Fe 62.32%;  O 29.13%;  Al 5.62%;  Si 2.92%;  C 0%;,0,1,20.78
18391,7964,Fe 65.41%;  O 27.9%;  Al 4.08%;  Si 1.87%;  Ti 0.74%;  C 0%;,0,1.02,148.9
18393,9314,Ti 36.56%;  O 32.95%;  Fe 27.65%;  Mn 1.63%;  Na 0.9%;  Al 0.32%;  C 0%;,0.13,1.12,68339.86
18395,9281,Ti 36.89%;  O 35.01%;  Fe 26.12%;  Mn 1.98%;  C 0%;,0,1.09,18618.94
18397,8867,Ti 38.37%;  O 35.35%; Fe 22.81%;  Mn 3.1%;  Al 0.36%;  C 0%;,0,1.07,436.3
18399,9604,Fe 35.13%;  O 32.47%;  Ti 27.35%;  Mn 4.58%;  Al 0.48%;  C 0%;,0,1.41,27708.53
18401,8983,Ti 35.24%;  O 34.93%;  Fe 29.83%;  C 0%;,0,1.06,1620.54
18403,9397,Ti 38.48%;  O 31.51%;  Fe 30.01%;  C 0%;,0.46,1.17,32151.18
18405,8937,Ti 36.54%;  O 35.02%;  Fe 28.44%;  C 0%;,0,1.04,8417.83
18407,9974,Fe 71.38%;  O 27.87%;  Al 0.75%;  C 0%;,0,1.06,8012.69
18409,8999,Ti 38.47%;  O 35.92%;  Fe 25.61%;  C 0%;,0,1.06,7122.78
18411,9716,Fe 74.46%;  O 25.54%;  C 0%;,0.29,1.18,90473.44
18413,8412,Ti 53.7%;  O 39.94%;  Fe 4.48%;  Al 1.36%;  V 0.52%;  C 0%;,0.25,2.22,3989.03
18414,9598,Ti 35.79%;  Fe 32.86%;  O 31.34%;  C 0%;,0,1.1,8130.42
18415,9160,Ti 41.23%;  O 33.19%;  Fe 25.57%;  C 0%;,0,1.08,377.43
18417,9386,Fe 35.6%;  Ti 34%;  O 28.1%;  Mn 2.3%;  C 0%;,0,1.11,10467.74
18419,9539,Ti 37.66%;  Fe 32.1%;  O 30.24%;  C 0%;,0,1.1,4106.76
18421,9453,Ti 34.55%;  Fe 33.48%;  O 30.47%;  Mn 1.5%;  C 0%;,0,1.06,7382.48
18423,9601,Ti 34.96%;  Fe 32.12%;  O 29.28%;  Mn 3.63%;  C 0%;,0,1.09,2925.98
18425,5180,Ti 53.57%;  O 40.52%;  Fe 5.91%;  C 0%;,4.87,2.74,4266.05
18426,9179,Ti 41.61%;  O 34.3%;  Fe 24.09%;  C 0%;,0,1.31,14020.47
18427,9665,Ti 35.75%;  O 31.46%;  Fe 30.8%;  Mn 1.98%;  C 0%;,0,1.07,938.39
18428,6629,O 47.17%;  Al 24.53%;  Si 23.74%;  Fe 3.46%;  Ti 1.1%;  C 0%;,17.86,1.55,716.78
18430,7673,Fe 38.2%;  O 33.85%;  Si 12.5%;  Al 11.24%;  K 4.21%;  C 0%;,54.12,2.09,4934.35
18432,9463,Ti 34.42%;  Fe 30.37%;  O 29.98%;  Mn 5.23%;  C 0%;,0,1.08,1423.17
18434,9669,Fe 70.95%;  O 29.05%;  C 0%;,0,1.07,30603.35
18436,9324,Ti 39.62%;  O 34.26%;  Fe 26.12%;  C 0%;,2.44,1.27,4297.21
18438,9513,Ti 38.33%;  O 32.95%;  Fe 28.08%;  V 0.64%;  C 0%;,0,1.07,11890.91
18440,9487,Ti 37.69%;  Fe 33.92%;  O 28.38%;  C 0%;,0,1.07,15890.33
18442,9510,Fe 71.88%;  O 27.64%;  Si 0.48%;  C 0%;,0.34,1.11,9179.62
18444,9536,Ti 35.81%;  O 31.23%;  Fe 27.57%;  Mn 5.39%;  C 0%;,0,1.19,6835.37
18446,9225,Fe 34.67%;  O 32.72%;  Ti 31.07%;  Mn 1.54%;  C 0%;,0,1.05,273.55
18448,8364,Ti 45.4%;  O 33.84%;  Fe 19.02%;  Mn 1.74%;  C 0%;,1.09,1.17,2835.95
18555,9200,Ti 38%;  O 32.59%;  Fe 29.41%;  C 0%;,0.44,1.16,11863.21
18556,8948,Ti 45.11%;  O 36.4%;  Fe 17.51%;  Al 0.98%;  C 0%;,1.82,1.28,5031.3
18558,9708,Fe 63.96%;  O 28.83%;  Ti 7.21%;  C 0%;,0,1.1,5384.5
18564,9077,Fe 36%;  Ti 32.14%;  O 31.85%;  C 0%;,0,1.07,6530.65
18592,9432,Ti 35.12%;  Fe 33.6%;  O 29.67%;  Mn 1.61%;  C 0%;,0,1.39,8171.97
18593,8049,Ti 49.19%;  O 38.24%;  Fe 11.49%;  Al 1.07%;  C 0%;,0,2.41,1381.62
18613,9291,Fe 61.08%;  O 28.66%;  Ti 10.26%;  C 0%;,0.26,1.11,280201.74
18614,9111,Ti 49.13%;  O 44.54%;  Fe 6.33%;  C 0%;,0,1.06,709.85
18615,9763,Fe 69.89%;  O 28.51%;  Al 0.92%;  Sb 0.62%;  Zr 0.05%;  C 0%;,1.08,1.42,185289.11
18616,7827,Fe 62.34%;  O 28.55%;  Al 6.23%;  Si 2.87%;  C 0%;,0,1.71,1218.87
18617,6685,O 46.05%;  Al 21.51%;  Si 19.33%;  Fe 13.11%;  C 0%;,0,1.71,1644.78
18619,8351,Ti 57.17%;  O 40.43%;  Fe 2.39%;  Al 0.01%;  C 0%;,1.26,2.7,5155.96
18620,9126,Ti 33.4%;  Fe 31.29%;  O 31.09%;  Mn 4.22%;,5.46,1.64,17794.82
18621,8780,Ti 39.39%;  O 32.32%;  Fe 28.29%;  C 0%;,0,1.16,339.34
18622,8780,Ti 39.39%;  O 32.32%;  Fe 28.29%;  C 0%;,0,1.03,148.9
18624,9189,Fe 39.41%;  O 32.78%;  Ti 27.82%;  C 0%;,0.23,1.08,27185.66
18626,9040,Ti 52.49%;  O 42.28%;  Fe 5.24%;  C 0%;,0,2.34,3531.95
18627,9468,Fe 72.61%;  O 27.13%;  Al 0.26%;  C 0%;,0,1.21,38609.11
18629,9224,Ti 39.35%;  O 33.96%;  Fe 26.53%;  Na 0.15%;  C 0%;,0.74,1.07,21001.28
18631,9017,O 34.48%; Ti 34.27%;  Fe 30.16%;  Mn 0.86%;  Al 0.23%;  C 0%;,6.27,1.07,51216.81
18632,5936,Ti 48.53%;  O 24%;  Fe 23.68%;  Al 1.65%;  Mn 1.15%;  Si 0.63%;  V 0.37%;  C 0%;,17.28,1.12,696
18634,9585,Ti 35.09%;  Fe 32.5%;  O 30.53%;  Mn 1.6%;  Mg 0.29%;  C 0%;,0,1.07,18511.6
18636,9461,Ti 36.1%;  Fe 31.62%;  O 29.83%;  Mn 2.26%;  Mg 0.18%;  C 0%;,0,1.14,1412.78
18638,8928,Ti 41.92%;  O 37.09%;  Fe 20.01%;  Al 0.98%;  C 0%;,0,1.06,2489.68
18640,9590,Ti 34.36%; Fe 34.12%;  O 30.26%;  Mn 0.74%;  Na 0.3%;  V 0.22%;  C 0%;,0,1.06,14910.39
18642,8980,O 42.9%;  Fe 32.54%;  Al 13.65%;  Si 10.91%;  C 0%;,1.42,1.25,14411.76
18643,9212,Fe 61.77%;  O 30.74%;  Al 4.27%;  Si 2.86%;  Na 0.36%;  C 0%;,0,1.41,6762.65
18644,9071,O 43.29%;  Fe 32.1%;  Al 13.76%;  Si 10.85%;  C 0%;,0,1,31.16
18645,9108,Fe 61.14%;  O 31.25%;  Al 4.77%;  Si 2.84%;  C 0%;,0,1.01,162.75
18647,8159,Ti 56.14%;  O 38.19%;  Fe 4.85%;  Al 0.62%;  V 0.18%;  C 0%;,0,2.3,9969.12
18648,9080,Ti 35.61%;  Fe 31.04%;  O 29.99%;  Mn 2.89%;  V 0.47%;  C 0%;,0.23,1.25,17711.71
18650,8854,Ti 36.27%;  O 33.29%;  Fe 29.74%;  Mn 0.48%;  V 0.21%;  C 0%;,0,1.07,72408.53
18652,9576,Fe 35.45%;  Ti 33.85%;  O 30.71%;  C 0%;,0,1.09,113026.01
18654,9019,Ti 43.43%;  O 38.11%;  Fe 18.45%;  C 0%;,0,1.12,17462.4
18656,9150,Ti 35.88%;  Fe 34.11%;  O 29.7%;  V 0.31%;  C 0%;,0,1.04,1336.6
18658,9000,Fe 64.72%;  O 28.45%;  Ti 6.83%;  C 0%;,0,1.16,2081.08
18660,9097,Fe 63.96%;  O 27.85%;  Ti 8.19%;  C 0%;,0,1.09,1333.14
18662,9128,Ti 37.76%;  O 35.27%;  Fe 26.24%;  Al 0.73%;  C 0%;,0,1.05,2053.38
18664,9218,Ti 37.63%;  O 32.76%;  Fe 27.89%;  Mn 1.72%;  C 0%;,0,1.05,15734.51
18666,8987,Ti 37.84%;  O 36.34%;  Fe 25.83%;  C 0%;,0,1.1,11409.6
18668,9395,O 37.02%;  Ti 36.57%;  Fe 26.41%;  C 0%;,4.08,1.39,16201.98
18670,9479,Ti 35.89%;  O 31.68%;  Fe 30.74%;  Mn 1.68%;  C 0%;,0,1.05,6246.71
18672,9798,Fe 72.11%;  O 27.07%;  Al 0.82%;  C 0%;,0,1.08,7295.91
18674,8914,Ti 48.92%;  O 37.47%;  Fe 13.61%;  C 0%;,10.41,2.33,3178.76
18675,9323,Ti 36.24%;  Fe 32.31%;  O 28.91%;  Mn 2.55%;,3.15,1.71,6392.15
18676,9285,Fe 36.05%;  O 34.09%;  Ti 27.81%;  Mn 2.06%;  C 0%;,0,1.08,159.28
18678,9522,Ti 41.11%;  O 35.33%;  Fe 23.56%;  C 0%;,0.3,1.12,20561.52
18680,9692,Fe 74.51%;  O 25.49%;  C 0%;,0,1.07,38681.83
18682,9731,Ti 36.18%;  Fe 34.15%;  O 29.67%;,0,1.08,744.48
18684,8885,Ti 40.07%;  O 34.09%;  Fe 25.85%;  C 0%;,0,1.06,7008.51
18686,9849,Fe 73.07%;  O 26.93%;  C 0%;,0,1.24,68339.86
18687,7536,O 39.73%;  Fe 34.66%;  Al 15.82%;  Si 9.78%;  C 0%;,0,1.11,969.56
18689,9673,Fe 35.07%;  Ti 34.07%;  O 30.85%;  C 0%;,0,1.07,4092.91
18691,9418,Ti 33.76%;  Fe 32.69%;  O 31.3%;  Mn 2.25%;  C 0%;,0,1.24,10852.1
18693,8170,O 43.92%;  Fe 30.59%;  Al 14.48%;  Si 10.43%;  Na 0.58%;  C 0%;,0,1.08,20384.92
18695,9423,Ti 34.47%;  Fe 34.07%;  O 29.66%;  Mn 1.8%;  C 0%;,0,1.08,8106.18
18697,9366,Ti 36.08%;  Fe 33.43%;  O 29.17%;  Mn 1.32%;  C 0%;,0,1.07,22576.81
18699,9302,Ti 34.72%;  Fe 32.12%;  O 30.66%;  Mn 2.5%;  C 0%;,0.58,1.53,6644.92
18700,3950,Ti 65.02%;  Fe 26.38%;  O 8.6%;  C 0%;,8.16,1.31,467.46
18701,6593,O 36.73%;  Fe 31.24%;  Al 14.76%;  Si 13.5%;  K 3.77%;  C 0%;,7.94,1.92,1284.66
18703,9284,Ti 33.78%;  O 32%;  Fe 29.89%;  Mn 4.33%;  C 0%;,0,1.06,3293.03
18705,9543,Ti 58.81%;  O 39.18%;  Fe 1.37%;  V 0.64%;  C 0%;,0,2.19,1724.42
18706,9387,Fe 35.92%;  Ti 33.48%;  O 30.6%;  C 0%;,0,1.16,15630.63
18708,9130,O 35.6%;  Ti 33.33%;  Fe 28.09%;  Mn 2.98%;  C 0%;,0,1.05,547.11
18710,9601,Fe 35.84%;  Ti 34.03%;  O 30.13%;  C 0%;,0,1.04,8608.27
18712,9582,Ti 34.45%;  Fe 31.91%;  O 29.58%;  Mn 3.04%;  Na 1.01%;  C 0%;,0,1.13,5107.48
18714,9636,Fe 72.34%;  O 26.95%;  Al 0.72%;  C 0%;,0,1.06,58349.97
18716,9378,Ti 35.33%;  O 32.7%;  Fe 29.02%;  Mn 2.94%;  C 0%;,0,1.08,799.88
18718,9239,Ti 36.55%;  O 31.83%;  Fe 27.21%;  Mn 4.42%;  C 0%;,0,1.08,5962.77
18720,9291,Ti 37.06%;  O 34.99%;  Fe 27.95%;  C 0%;,0.62,1.15,10512.76
18722,9259,Ti 34.52%;  Fe 33.83%;  O 31.06%;  V 0.59%;  C 0%;,0,1.18,8743.32
18823,9614,Ti 35.17%;  Fe 34.59%;  O 28.7%;  Mn 1.55%;  C 0%;,0,1.06,7919.2
18824,9802,Fe 73.82%;  O 26.18%;  C 0%;,0,1.07,22607.97
18849,9721,Fe 71.13%;  O 28.06%;  Al 0.81%;  C 0%;,0,1.06,3642.76
18868,8720,Ti 41.51%;  O 35.91%;  Fe 21.87%;  Al 0.71%;  C 0%;,0,1.13,32338.16
18871,9450,Ti 35.38%;  Fe 34.39%;  O 30.23%;  C 0%;,0,1.11,27348.41
18873,9504,Ti 37.21%;  O 34%;  Fe 28.24%;  V 0.55%;  C 0%;,0,1.09,10142.25
18874,8720,Fe 55.76%;  O 33.26%;  Al 6.67%;  Si 4.31%;  C 0%;,1.85,2.12,6776.51
18876,8935,Ti 34.44%;  Fe 31.85%;  O 31.33%;  Mn 2.39%;  C 0%;,0,1.07,18518.52
18905,9260,Fe 72.13%;  O 27.4%;  Al 0.32%;  Ti 0.14%;  Mn 0%;  Na 0%;  C 0%;,1.69,1.76,184482.3
18907,8836,Ti 37.86%;  O 33.38%;  Fe 28.4%;  Mn 0.35%;  C 0%;,0,1.06,9633.23
18909,9104,Ti 35.69%;  O 33.25%;  Fe 30.17%;  Mn 0.82%;  V 0.08%;  C 0%;,0,1.1,5031.3
18911,8159,O 45.81%;  Fe 29.88%;  Al 13.37%;  Si 10.93%;  C 0%;,0,1.28,186.99
18912,9497,Fe 68.54%;  O 28.32%; Ti 3.02%;  Mn 0.1%;  Na 0.01%;  C 0%;,1.43,1.39,67425.71
18913,8159,O 45.81%;  Fe 29.88%;  Al 13.37%;  Si 10.93%;  C 0%;,0,1,10.39
18914,8159,O 45.81%;  Fe 29.88%;  Al 13.37%;  Si 10.93%;  C 0%;,0,0,3.46
18915,8159,O 45.81%;  Fe 29.88%;  Al 13.37%;  Si 10.93%;  C 0%;,0,1.03,51.94
18916,8159,O 45.81%;  Fe 29.88%;  Al 13.37%;  Si 10.93%;  C 0%;,0,1,10.39
18917,8159,O 45.81%;  Fe 29.88%;  Al 13.37%;  Si 10.93%;  C 0%;,0,1,6.93
18918,7987,O 42.08%;  Fe 35.65%;  Al 12.09%;  Si 9.34%;  Ba 0.57%;  P 0.27%;  C 0%;,0,1.41,5173.27
18919,8143,Fe 52.41%;  O 38.23%;  Al 5.95%;  Si 3.42%;  C 0%;,0,1.05,349.73
18920,8251,Fe 52.19%;  O 38.46%;  Al 6.02%;  Si 2.81%;  P 0.52%;  C 0%;,11.28,1.81,2860.19
18921,8143,Fe 52.41%;  O 38.23%;  Al 5.95%;  Si 3.42%;  C 0%;,0,1.28,204.3
18922,9624,Fe 70.85%;  O 29.15%;  C 0%;,0.35,1.08,45236.72
18924,9264,Ti 35.38%;  O 29.53%;  Fe 28.94%;  Mn 5.18%;  V 0.48%;  Pd 0.48%;,2.46,1.06,22833.05
18925,4314,Ti 45.2%;  O 26.96%;  Fe 26.07%;  V 1.77%;  C 0%;,5.42,1.11,543.64
18926,8708,Ti 38.32%;  O 35.39%;  Fe 22.29%;  Mn 3.52%;  V 0.49%;  C 0%;,0,1.5,31.16
18928,9192,Ti 41.02%;  O 35.1%;  Fe 23.89%;  C 0%;,0.62,1.18,10062.61
18930,9901,Fe 72.51%;  O 27.49%;  C 0%;,0,1.1,142458.97
18932,9239,Fe 59.83%;  O 28.48%;  Ti 11.69%;  C 0%;,0,1.07,9439.32
18934,9259,Ti 38.44%;  O 31.63%;  Fe 29.93%;  C 0%;,0,1.07,8646.36
18936,9505,Fe 72.31%;  O 27.02%;  Na 0.67%;  C 0%;,0,1.52,7725.29
18938,8651,Fe 36.14%;  O 32.38%; Ti 31.47%;  C 0%;,0.33,1.09,178793.09
18940,9144,Fe 35.2%;  Ti 33.81%;  O 30.56%;  Mn 0.42%;  C 0%;,1.68,1.4,24266.61
18942,9330,Fe 66.46%;  O 29.47%;  Ti 3.85%;  Al 0.21%;  C 0%;,0,1.06,20423.01
18944,9427,Ti 35.99%;  Fe 34.58%;  O 29.29%;  Mn 0.14%;  C 0%;,0,1.12,20087.13
18946,9268,Ti 34.59%;  Fe 34.11%;  O 30.74%;  Mn 0.57%;  C 0%;,0,1.09,9671.32
18948,9166,Ti 35.54%;  Fe 32.31%;  O 29.39%;  Mn 2.4%;  V 0.35%;  C 0%;,2.8,1.06,8068.09
18950,9608,Ti 35.69%;  Fe 34.42%;  O 29.88%;  C 0%;,0,1.06,813.73
18952,9057,Fe 42.92%;  O 38.99%;  Al 10.67%;  Si 7.42%;  C 0%;,2.62,1.67,28747.34
18953,9439,Ti 34.69%;  Fe 34.69%;  O 30.61%;  C 0%;,0,1.18,80819.43
18954,10574,Ca 41.04%;  O 37.51%;  P 18.96%;  F 2.49%;  C 0%;,0,1.05,813.73
18956,9978,Fe 73.2%;  O 26.8%;  C 0%;,0.34,1.19,37965.05
18958,9374,Ti 36.35%;  Fe 31.77%;  O 30.62%;  Mn 1.26%;  C 0%;,0,1.07,367.05
18960,9469,Ti 36.36%;  Fe 32.93%;  O 30.71%;  C 0%;,0,1.08,75639.23
18962,9581,Ti 33.33%;  Fe 30.49%;  O 28.81%;  Mn 7.36%;  C 0%;,0,1.18,8798.72
18964,9234,Ti 44.77%;  O 34.39%;  Fe 17.85%;  Mn 2.99%;,0,1.14,8635.98
18966,9451,Ti 34.62%;  Fe 34.51%;  O 30.24%;  V 0.64%;,0,1.12,39762.19
18968,9237,Ti 35.08%;  Fe 32.24%;  O 31.15%;  Mn 1.53%;,1.11,1.16,19702.77
18970,9444,Ti 36.84%;  O 32.7%;  Fe 27.71%;  Mn 1.27%;  V 0.85%;  Mg 0.64%;  C 0%;,0.39,1.98,47369.74
18971,9429,O 39.01%;  Ti 37.82%;  Fe 23.17%;  C 0%;,0,1.24,1166.93
18972,7985,Ti 48.35%;  O 45.63%;  Fe 5.44%;  V 0.58%;  C 0%;,1.46,1.81,4217.57
18973,9325,Ti 35.53%;  Fe 31.9%;  O 30.76%;  Mn 1.82%;  C 0%;,0.63,1.36,17057.26
18974,5909,O 41.5%;  Al 22.88%;  Si 20.42%;  Fe 13.73%;  Ti 1.47%;  C 0%;,2.92,1.58,574.81
18976,9424,Ti 37.16%;  O 30.98%;  Fe 29.88%;  Mn 1.98%;,0,1.05,855.29
18978,9366,Ti 37.26%;  Fe 34.11%;  O 28.63%;  C 0%;,1.97,1.32,10855.57
18980,9685,Fe 35.06%;  Ti 34.11%;  O 30.83%;  C 0%;,0,1.06,4851.24
18982,9066,Ti 40%;  O 30.1%;  Fe 26%;  Bi 3.9%;  C 0%;,0,1.06,46171.65
18984,9254,Ti 36.63%;  O 34.98%;  Fe 28.4%;  C 0%;,0,1.09,2707.83
18986,9095,Ti 39.12%;  O 35.36%;  Fe 25.52%;  C 0%;,0.77,1.22,39183.92
19068,9497,Ti 37.72%;  O 34.16%;  Fe 26.24%;  Mn 1.88%;  C 0%;,0,1.06,11520.41
19069,9667,Fe 34.59%;  Ti 33.86%;  O 30.5%;  Mn 1.05%;  C 0%;,0,1.07,30485.62
19070,9240,O 36.05%;  Ti 31.64%;  Fe 31.2%;  Mn 1.1%;  C 0%;,1.15,1.39,2690.52
19078,9402,Fe 34.22%;  Ti 33.05%;  O 30.83%;  Mn 1.91%;  C 0%;,1.23,1.19,13577.25
19081,5062,O 37.98%;  Al 22.29%;  Fe 19.57%;  Si 17.44%;  Ti 2.71%;  C 0%;,0,1.1,592.12
19094,8889,Ti 36.05%;  O 33.85%;  Fe 30.1%;  C 0%;,0,1.13,24211.2
19096,9301,Ti 35.12%;  Fe 33.94%;  O 30.93%;  C 0%;,0,1.06,6326.35
19097,8907,Ti 38.78%;  O 36.87%;  Fe 23.85%;  V 0.5%;  C 0%;,0,1.08,33068.79
19110,9324,Fe 36.31%;  Ti 33.15%;  O 30.53%;  C 0%;,0.62,1.14,16530.93
19128,8519,Ti 52.01%;  O 36.11%;  Fe 11.09%;  Al 0.31%;  Mn 0.23%;  V 0.13%;  Pd 0.12%;  C 0%;,55.97,4.8,56393.54
19129,8957,O 34.29%;  Ti 31.81%;  Fe 27.04%;  Mn 6.26%;  Nb 0.6%;  C 0%;,1.87,1.38,16191.59
19130,8854,Ti 36.13%;  O 33.85%;  Fe 30.02%;,0,1.05,21015.13
19131,9472,Fe 33.78%;  Ti 33.11%;  O 29.94%;  Mn 3.17%;  C 0%;,0,1.06,5467.6
19132,9347,Ti 35.19%;  Fe 32.55%;  O 31.28%;  Nb 0.98%;  C 0%;,1.35,1.06,9851.38
19133,9116,Ti 35.64%;  O 32.54%; Fe 30.44%;  Mn 1.12%;  Al 0.22%;  V 0.02%;  Nb 0%;  C 0%;,0.58,1.82,121554.64
19134,9109,Ti 39.53%;  O 33.85%;  Fe 26.61%;  C 0%;,0,1.06,14868.84
19135,9251,Ti 35.62%;  O 35.27%;  Fe 29.11%;  C 0%;,7.36,1.47,19318.41
19136,9276,Ti 34.78%;  O 28.84%;  Fe 27.99%;  Mn 8.39%;  C 0%;,0,1.12,387.82
19137,9372,Ti 35%;  O 31.76%;  Fe 24.41%;  Mn 8.82%;  C 0%;,0,1.07,159.28
19138,9246,Ti 35.53%;  O 31.86%;  Fe 27.84%;  Mn 4.76%;  C 0%;,0,1.29,1637.86
19139,9054,Ti 39.21%;  O 34.15%;  Fe 25.24%;  Mn 1.4%;  C 0%;,0,1.24,373.97
19140,9508,Ti 37.41%;  O 33.87%;  Fe 22.75%;  Mn 5.97%;  C 0%;,0,1.26,48.48
19141,9391,Ti 35.24%;  O 29.35%;  Fe 27.83%;  Mn 7.29%;  V 0.29%;  C 0%;,0,1.16,737.56
19142,9476,Ti 35.24%;  O 30.73%;  Fe 26.06%;  Mn 7.98%;  C 0%;,0,1.39,1696.72
