Grain ID,Spectrum Counts,Porosity,Roughness,Area µm²,Fe,O,Al,Si,C,Ti,V,Mn,Ce,P,La,Nd,Na,Zr,Bi,Sr,Au,Cl,As,Sn,Mg,Zn,Nb,Sb,U,Y,S,Eu,Pd,Cr,K,Ca,Yb,F,Sc,Cd,Ba,Dy,Pt,Pb,Ta,Th,Pr,Hf,Pm,Cu
26966,9077,0.71,1.45,8223.91,20.08,38.69,,,0,40.06,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,
26968,8692,0,1.09,273.55,73.5,26.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26970,9556,0,1.08,22992.33,32.13,30.32,,,0,37.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26972,9142,0.05,1.14,107492.62,26.06,32.23,0.51,,,41.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26974,9602,0,1.12,9054.96,34.04,28.96,,,0,36.38,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26976,9250,0,1.05,1738.28,33.3,30.09,,,0,32.89,,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26978,9437,0,1.1,2829.03,29.5,33.19,,,0,34.14,,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26980,9075,0,1.07,6018.17,28.28,34.28,,,0,37.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26982,9590,0,1.05,9224.63,33.44,28.86,,,,34.03,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26984,9175,0,1.06,1540.9,32.21,31.88,,,0,32.97,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26986,9098,0,1.06,14938.09,24.77,36.38,,,,38.34,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,
26988,8608,1.59,4.31,19346.11,8.47,40.71,,,0,50.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26989,8841,0.49,1.93,12635.39,20.9,34.08,,,0,44.37,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26990,8626,0,1.05,65.79,20.91,36.66,,,0,42.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26991,9752,0,1.18,824.12,53.44,32.49,,,0,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26992,9366,0,1.05,242.39,32.14,35.51,,,0,32.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26993,10734,5.22,1.74,1132.3,,49.33,,50.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26994,9331,0,1.08,114.27,8.16,39.38,,,0,52.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26995,8941,0,1.88,4321.45,18.03,36.46,,,0,45.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26996,9036,0,1.1,308.18,19.06,34.53,,,0,45.8,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26997,9248,0,1.45,1804.07,25.6,35.47,,,0,38.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26998,9395,0,1.07,273.55,25.84,34.65,,,0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27000,9455,0,1.24,4054.82,32.9,29.59,,,0,35.27,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27002,9478,0,1.08,2607.41,32.43,29.52,,,0,35.76,0.52,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27004,9788,0,1.25,7597.17,31.08,29.88,,,,35.44,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27006,9456,0,1.12,4051.36,34.15,31.2,,,0,31.91,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27008,9141,0,1.11,7798,30.36,32.48,,,0,31.74,,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27010,9568,0,1.06,4473.81,34.79,28.96,,,0,33.53,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27110,9579,0,1.25,1693.26,28.48,30.45,,,,35.71,,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27111,8239,0.42,1.87,5619.96,9.28,40.72,,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27113,9546,0.37,1.3,142919.51,31.75,31.86,,,0,34.43,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27114,9121,0,1.07,782.57,27.42,34.32,,,0,36.59,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27123,9267,0,1.04,4588.08,59.84,29.86,,,0,9.73,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
27129,8866,0,1.17,9079.2,23.04,35.03,,,0,40.98,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27133,9129,0,1.07,18168.79,25.05,35.76,,,0,39.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27136,9085,1.29,1.19,9009.95,29.2,32.58,,,0,35.29,,2.03,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,
27145,9651,2.98,1.48,2822.1,2.47,45.92,19.96,19.74,0,,,,,,,,0.54,,,,,,,,0.75,,,,,,,,,,10.62,,,,,,,,,,,,,,,
27146,9339,2.25,2.79,3646.22,25.93,41.4,13.72,12.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,,,,,,,,,,,,,,,
27147,9427,0.35,1.57,18646.64,28.94,35.63,,,0,35.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27158,9218,0,1.06,6132.44,18.37,37.42,,,,44.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27169,9386,0,1.07,62162.4,72.47,27.27,,,0,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27170,7416,71.7,2.15,10142.25,34.74,35.7,3.42,1.57,0,23.82,,,,,,,0.62,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
27171,9002,1.75,1.59,112544.7,14.34,37.26,0.26,0.07,0,48.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27172,7332,0,1.1,1180.78,11.3,39.01,0.45,,0,49.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27173,9153,0,1.06,25606.67,30.23,32.09,,,0,37.02,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27175,8929,85.87,8.34,3843.6,11.1,39.79,0.94,,0,48.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27176,9383,0,1.27,23355.92,28.76,34.04,,,0,34.94,,1.69,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,
27177,9292,0,1.1,37213.64,50.05,32.47,,,0,17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27179,9517,0,1.08,11167.21,30.63,30.23,,,0,37.32,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27181,8009,61.35,2.71,6876.92,42.14,40.66,10.02,7.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27182,9058,0,1.07,5834.65,30.21,33.61,,,0,34.43,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27183,9293,3.27,1.88,10329.24,32.95,29.67,,,0,35,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27184,9098,0,1.04,235.46,23.45,36.19,,,0,38.9,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27185,8667,0,1.06,349.73,3.82,42.96,,,0,53.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27187,9089,0,1.07,3902.46,32.8,31.43,,,0,34.54,0.48,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27189,8357,91.54,1.14,4079.06,12.72,38,0.23,,0,48.57,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27190,8978,0.05,1.38,44135.58,26.46,34.14,0.87,,0,38.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27191,9026,0,0,3.46,27.49,34.2,0.76,,0,37.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27193,9069,0.52,1.08,19159.12,23.37,36.26,,,0,39.49,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27195,9342,0,1.06,32992.61,33.6,29.99,,,0,32.9,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27197,9246,2.55,1.69,20094.05,14.78,39.02,,,0,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27198,8974,1.43,1.68,5266.77,20.4,33.21,0.25,,0,41.27,0.03,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27199,8618,0,1.3,83.1,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27200,8618,0,1.22,297.79,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27201,8618,0,1.03,17.31,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27202,8618,0,1,6.93,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27203,8618,0,0,3.46,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27204,8741,0,1.67,20.78,14.29,34.04,,,0,49.04,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27205,8618,0,1,17.31,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27206,8618,0,0,3.46,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27207,8618,0,1,6.93,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27208,8618,0,1,6.93,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27209,8618,0,1,6.93,21.71,32.35,0.66,,0,43.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27211,9595,0,1.08,1606.69,33.25,32.57,,,0,34.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27213,8247,0,3.5,2510.46,31.67,39.89,14.42,13.07,0,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27214,9190,1.87,1.14,27597.72,27,33,,,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27216,9281,0,1.08,8036.93,37.42,30.87,,,0,31.44,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27218,9523,1.4,1.07,51802,32.17,31.7,,,0,36.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27220,9320,0,1.05,8272.39,33.87,31.35,,,0,34.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27222,8580,0,0,3.46,58.58,36.61,3.28,1.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27223,9282,0,1.14,4691.96,70.21,28.32,,,0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27224,8601,0,1.14,5024.38,57,37.37,3.68,1.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27226,9590,0,1.07,182068.8,72.48,27.52,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27228,8958,0,1.05,8158.12,27.49,32.2,,,0,37.51,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27230,8957,0,1.1,7140.09,29.8,32.87,,,0,36.06,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27232,8650,0,1.04,3912.85,29.41,34.03,,,0,35.75,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27234,8425,0,1.06,1360.84,29.56,31.66,,,0,36.88,0.34,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27236,9530,0,1.07,623.29,32.52,29.99,,,0,34.51,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27238,9962,0,1.05,4172.55,71.43,28.57,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27240,10022,0,1.37,6537.58,72.18,27.82,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27242,9469,0,1.08,15523.29,31.14,33.08,,,0,34.43,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27244,9218,0.08,1.11,41216.53,40.21,31.06,,,0,28.19,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,
27246,9272,0,1.06,966.09,30.36,35.12,,,0,31.98,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27248,9358,0,1.08,7766.84,27.98,35.17,,,0,35.67,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27250,9211,0,1.23,1108.06,25.74,36.12,,,0,35.7,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27252,9347,0,1.06,962.63,33.65,30.15,,,0,33.01,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27254,9820,2.48,1.89,25551.27,68.42,29.75,,,0,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27256,9673,0,1.18,6984.27,34.63,31.43,,,0,31.53,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27258,9071,1.37,3.3,9252.34,20.64,34.4,0.71,,0,44.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27259,9256,1.53,1.87,33186.52,24.51,31.73,,,0,43.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27260,9453,0.53,1.29,11766.26,30.73,33.73,,,0,35.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27261,9204,0,1.08,31.16,19.6,37.31,0.56,,0,41.98,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27262,9280,0,1.06,48.48,26.98,34.56,,,0,38.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27263,9211,0,1.09,322.03,23.31,35.16,,,0,40.84,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27265,9697,0.16,1.15,19051.78,72.28,27.72,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27266,6702,0,1.27,2146.87,16.94,41.81,21.94,19.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27267,9562,0,1.13,21745.76,72.43,26.89,,,0,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27268,2992,0,1.77,1461.26,94.17,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27269,3980,0,1.17,723.7,87.57,12.43,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27271,9871,0,1.06,1949.5,71.37,28.63,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27273,9762,0,1.08,14065.49,36.31,30.4,,,0,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27275,9165,0,1.07,10869.42,25.93,34.65,,,0,38.73,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27277,9824,0,1.1,4480.73,72.94,27.06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27279,9151,0,1.08,782.57,29.1,33.23,,,0,35.05,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27281,9622,0,1.09,18248.43,31.72,31.31,,,0,36.45,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,
27283,9202,0,1.08,10620.1,33.49,30.22,,,0,36.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27285,9452,0.29,1.14,17832.91,34.19,30.9,,,0,33.26,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27287,9647,0,1.05,8071.56,32.46,30.85,,,0,35.28,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27289,9438,1.18,1.27,6980.8,33.95,32.31,,,0,33.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27291,9016,0.88,1.23,3500.79,27.33,33.48,,,0,37.98,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27293,9859,0.57,1.14,16984.55,71.82,27.48,0.69,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295,9087,0,1.21,7624.87,28.6,33.86,,,,37.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27297,9834,0,1.06,993.8,71.35,28.65,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27299,9339,0,1.07,1291.59,32.24,30.03,,,0,33.93,,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27382,9755,0,1.13,12998.98,72.04,27.96,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27400,9353,0.38,1.18,27348.41,73.77,26.23,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27403,8928,0,1.08,377.43,34.2,35.78,,,0,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27405,9525,0.3,1.24,159900.59,33.87,29.02,,,0,36.07,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27435,9180,0,1.22,3050.64,24.86,33.22,,,0,41.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27449,9184,0,1.17,21704.21,33.84,29.41,,,0,36.28,0.36,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
27451,8468,78.8,1.07,3161.45,13.43,39.82,0.17,,0,46.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27452,9016,0.03,1.27,11655.45,31.32,32.2,,,0,35.69,,,,,,,,0.28,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,
27453,9065,0,0,3.46,33.2,31.95,,,0,34.23,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27454,9065,0,1.04,10.39,33.2,31.95,,,0,34.23,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27455,8669,0,1.04,10.39,33.2,31.95,,,0,34.23,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27456,8780,0,1.03,148.9,23.94,34.77,,,0,41.13,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27457,8669,0,1,27.7,33.2,31.95,,,0,34.23,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27459,8464,59.79,1.05,8421.29,14.25,36.56,0.93,,0,48.05,0.09,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27460,8801,3.83,1.29,12514.2,18.85,36.79,0.65,,0,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27461,8880,0,0,3.46,17.78,37.1,0.66,,0,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27462,8880,0,0,3.46,17.78,37.1,0.66,,0,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27464,9450,0.35,1.21,11679.69,72.49,27.51,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27466,9075,0,1.08,7721.82,34.59,29.63,,,0,34.87,0.24,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27468,9335,0,1.07,63737.93,34.52,30.76,,,0,32.46,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27470,9325,2.25,1.16,70895.33,33.06,29.72,,,0,35.74,0.23,,,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,
27472,9715,0,1.12,24190.43,71.5,28.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27474,9658,0,1.06,2368.49,71.85,28.15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27476,9845,0.22,1.15,36645.76,72.76,27.24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27477,8696,0,1.56,3791.66,45.72,35.96,10.53,7.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27479,6826,0,1.43,1301.98,17.26,43.9,20.62,18.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27480,8312,1.07,2.09,57979.46,54.61,37.21,5.15,3.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27481,8717,0,1.36,103.88,52.59,39.01,4.83,3.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27482,8702,0.57,1.53,14456.78,50.65,37.16,5.44,3.63,0,,,,,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27483,8929,0,1,86.57,54.02,38.66,4.64,2.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27484,8845,0,1.02,186.99,55.7,36.99,4.52,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27485,8729,0,1.04,470.93,51.95,38.29,6.18,3.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27486,8974,0,1.44,664.84,53.93,38.08,4.9,3.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27487,9004,0,1.35,1056.12,53.34,39.6,4.33,2.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27488,9026,0,1.16,384.36,53.18,38.58,4.8,2.5,0,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27489,8677,1.53,1.38,12050.2,53.51,36.96,6.07,3.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27490,8900,0,1.03,121.19,60.61,36.57,2.03,0.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27492,9632,0,1.06,6977.34,72.06,27.68,0.26,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27494,9428,3.68,1.48,24931.44,35.71,29.69,,,0,34.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27496,9021,0,1.07,26146.85,26.15,33.58,,,0,39.64,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27498,9396,0,1.5,5232.14,58.79,30.38,,,0,10.76,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27500,9118,12.3,1.07,34225.33,34.59,29.11,,,0,34.32,0.37,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27501,10303,0,1.04,1776.37,,49.74,,49.91,0,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,
27502,10155,0,1.06,2285.38,,50,,49.3,0,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
27504,9297,0,1.26,8244.69,72.15,27.38,0.47,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27505,7491,14.44,1.39,8410.9,47.16,36.3,10.19,6.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27506,9318,0.08,1.16,9037.65,72.22,27.78,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27507,9533,0,1,6.93,71.97,27.22,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27508,9533,0,0,3.46,71.97,27.22,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27509,9394,0,1,13.85,72.82,27.18,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27510,9533,0,0,3.46,71.97,27.22,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511,6680,11.02,1.16,391.29,43.88,34.79,12.97,8.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27513,8939,0,1.07,8355.5,27.25,32.51,,,0,38.68,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27515,8102,0.47,1.11,21396.03,58.28,30.82,6,4.57,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27517,8839,0,1.08,2780.55,30.13,33.61,,,0,35.17,,0.69,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,
27519,9401,0,1.12,9307.74,33.72,30.45,,,0,33.63,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27521,9818,0,1.07,657.91,67.79,29.67,1.33,1.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27523,9434,0,1.07,10457.36,33.99,30.39,,,0,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27525,9523,0,1.07,11627.75,37.14,29.93,,,0,32.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
