Grain ID,Spectrum Counts,Porosity,Roughness,Area µm²,Fe,O,Al,Si,C,Ti,V,Mn,Ce,P,La,Nd,Na,Zr,Bi,Sr,Au,Cl,As,Sn,Mg,Zn,Nb,Sb,U,Y,S,Eu,Pd,Cr,K,Ca,Yb,F,Sc,Cd,Ba,Dy,Pt,Pb,Ta,Th,Pr,Hf,Pm,Cu
31961,8995,4.28,1.59,10232.28,25.96,33.64,,,,38.01,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31963,9540,0.22,1.16,54111.62,71.66,28.34,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31965,9403,0,1.52,5616.5,30.06,30.38,,,0,34.24,,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31967,8778,0,1.1,335.88,22.16,37.96,,,0,39.34,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31969,9355,0,1.06,1835.23,33.4,31.39,,,0,35.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31971,9444,0,1.14,422.45,,38.66,,,,59.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,
31972,9707,2.91,2.65,96006.84,67.41,28.57,,,0,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31973,9170,2.06,1.89,5104.02,3.78,40.04,,,0,56.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31974,9280,0,1.16,761.79,,39.92,,,0,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31975,9263,0,1.69,3067.95,2.4,41.92,,,0,55.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31976,9428,0,1.37,792.96,,41.29,,,0,58.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31977,9054,0,1.21,422.45,12.09,40.45,0.51,,,46.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31979,9169,0,1.09,12857.01,72.96,27.04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31981,9538,0,1.09,14096.65,31.99,29.75,,,0,33.11,,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31983,9187,0,1.2,4556.91,30.36,32.14,,,0,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31985,9246,0.74,1.15,8324.33,33.37,30.5,,,0,34.22,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31987,9300,0,1.09,39294.73,72.81,27.19,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31989,8897,0,1.08,12358.38,27.56,31.62,,,0,37.33,,1.84,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31991,7869,0,1.07,1312.36,16.08,34.03,0.58,,0,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31993,9398,0,1.06,647.53,31.73,30.35,,,0,35.06,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31995,9257,0,1.05,2891.36,31.22,31.02,,,0,32.88,,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32084,9448,0,1.11,2223.05,34.6,29.38,,,0,34.49,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32085,9221,0,1.08,605.97,32.96,31.31,,,0,35.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32093,8579,0,1.09,9944.88,71.14,26.15,,,0,,,,,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
32094,9320,0,1.22,5512.62,33.13,30.39,,,0,34.65,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32095,8752,0.81,2.13,3802.05,31.78,32.56,,,0,32.89,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32103,9123,0,1.15,12192.17,33.08,31.27,,,0,35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32105,8681,0,1.12,626.75,28.7,31.26,,,0,37.28,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32116,8972,0,1.08,9470.49,37.5,31.25,,,0,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32123,9316,0,1.08,27344.95,31.75,30.27,,,0,35.65,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32128,9057,0,1.06,1409.32,33.81,31.61,,,0,32.71,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32151,9267,0.5,1.08,82758.55,73.32,26.68,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32153,8375,0,1.06,13230.98,22.16,35.83,0.26,,0,41.64,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32155,8832,3.74,1.09,46092.01,29.26,32.35,,,0,36.52,,1.8,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
32156,6374,4.71,1.13,1682.87,28.13,24.91,,,0,43.96,0.78,0.42,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32158,9257,0.09,1.23,174364.29,35.99,30.12,,,0,33.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32159,8955,0,1,152.36,12.63,41.72,9.02,16.45,,1.91,,,,,,,,,,,,0.85,,,9.98,,,,,,,,,,7.43,,,,,,,,,,,,,,,
32161,9151,0.03,1.38,26687.03,30.8,32.67,,,0,36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32163,8804,21.35,1.05,10498.91,16.06,37.22,1.08,,0,45.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32164,9328,0,1.21,131.58,31.43,30.41,,,,38.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32165,8891,0,1.01,93.49,22.58,34.61,,,0,42.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32166,9243,0,1.11,339.34,29.91,32.13,,,0,37.07,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32167,9343,0,0.5,17.31,27.66,33.23,,,0,39.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32168,8813,0,1,27.7,18.22,34.27,1.04,,0,45.86,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169,9070,0,1.21,190.45,24.79,32.6,0.49,,0,41.37,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32170,8861,0,1.43,1260.42,19.87,34.69,0.49,,0,44.24,0.29,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32171,9008,0,1.17,730.63,25.66,32.44,0.45,,0,41.19,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32173,9151,0,1.06,7247.43,30.42,31.89,,,0,37.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32175,9090,17.34,1.63,2326.93,2.92,39.06,0.32,0.17,0,57.48,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,
32176,9085,0,1.04,474.39,31.2,31.99,,,0,36.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32177,9083,0,2,13.85,30.17,32.04,,,0,37.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32178,9085,0,1.15,48619.78,31.5,31.37,,,0,37.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32179,8998,17.72,2.5,80275.79,55.18,32.71,7.06,3.88,0,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,
32180,9250,0,1.06,145.43,1.69,41.84,,,0,56.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32181,8879,19.2,1.48,772.18,58.02,31.87,6.48,3.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32182,8786,0,1.01,121.19,58.61,31.83,5.51,4.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32183,8394,4.07,1.1,734.09,51.96,33.11,9.2,5.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32184,8597,0,1.25,72.72,56.76,31.65,6.55,4.18,0,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32185,8541,0,1.19,79.64,60.38,31.09,5.28,3.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32186,8964,0,1.18,650.99,58.71,31.92,5.99,3.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32187,8566,0,1.08,889.91,61.92,30.13,5.08,2.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32188,8737,0,1.05,228.54,55.78,31.52,7.71,4.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32189,8697,0,1.33,55.4,55.52,33.21,7.07,4.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32190,8618,0,1.13,751.41,56.05,32.62,7.62,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32191,8829,0,1.26,644.06,60.54,30.39,5.78,3.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32192,8718,0,1.44,650.99,58.04,32.75,6.06,3.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32193,8879,0,1.09,193.91,55.42,33.63,6.82,4.13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32194,8743,0,1.19,86.57,55.37,33.26,6.2,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,
32195,8605,0,1.02,103.88,48.99,37.22,8.3,5.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32196,8103,0,1.18,585.2,60.8,27.58,7.28,4.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32197,8475,0,1,48.48,54.79,33.63,7.02,4.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32198,9063,0,1.5,31.16,54.19,33.52,7.49,4.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199,8552,0,1.5,31.16,48.84,34.75,10.08,6.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32200,8861,0,1.01,148.9,56.22,33.3,6.88,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32201,8607,0,1.01,86.57,55.35,32.26,7.35,4.26,0,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32202,8815,1.15,2.03,4747.36,60.02,30.77,5.85,3.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32203,8789,0,1.2,131.58,56.68,33.41,6.22,3.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32204,8635,0,1,235.46,54.65,32.22,7.4,4.3,0,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32205,9112,0,1,117.73,56.74,34.53,5.23,3.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32206,8866,0.73,1.33,470.93,57.64,32.85,5.9,3.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32207,8219,0,1.4,41.55,55.02,32.19,7.88,4.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32208,8434,0,1.35,342.81,63.79,28.46,5.65,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32209,9038,0,1.02,273.55,59.1,32.02,5.84,3.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32210,8718,7.45,1.31,817.2,52.08,34.6,8.09,5.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32211,6437,0,1.31,377.43,78.65,19.48,1,0.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32212,9446,0,1.08,17026.1,33.51,29.15,,,0,35.58,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32214,9121,0,1.08,15454.03,26.12,32.81,,,0,38.59,,2.31,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32216,9156,0,1.05,543.64,70.22,28.64,1.14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32218,9291,0,1.07,13359.1,70.75,28.47,,,0,,,,,,,,,,,,,,,,0.46,,,,,,,,0.32,,,,,,,,,,,,,,,,,
32220,8999,0.38,1.1,42359.22,25.31,35.79,,,0,38.86,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32222,9037,0,1.06,16662.52,34.43,31.3,,,0,33.56,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32224,9125,0.02,1.17,139761.52,72.75,26.06,0.5,,0,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
32225,6933,0,1.2,6426.77,19.42,43.82,21.29,15.09,0,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32227,9119,0,1.06,14647.22,31.33,33.7,,,0,34.95,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,
32229,8727,0,1.11,5249.45,63.42,31.3,2.59,2.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32231,5736,51.05,1.13,10959.45,56.03,30.1,5.39,2.78,0,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32232,8797,0,1.02,242.39,27.9,31.48,,,0,40.02,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32233,8932,0,1.08,328.96,17.66,37.24,,,,45.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32234,8790,1.18,3.02,9865.23,26.04,37.3,,,0,36.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32235,8823,0,1.18,103.88,8.01,40.53,,,0,51.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32236,8303,0,1.01,197.37,5.56,39.37,,,0,55.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32237,8575,0,1.24,367.05,22.53,36.82,,,0,40.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32238,8680,0,1.5,31.16,23.81,32.56,,,0,43.1,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32240,8744,0,1.11,6201.7,25.91,34.49,,,0,37.63,,1.88,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
32242,8057,66.26,1.07,1423.17,15.53,36.67,0.92,,0,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32243,8578,0,1.18,2794.4,26.98,33.38,0.27,,0,38.87,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32245,9169,0,1.09,31829.14,72.65,27.35,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32247,8710,8.49,1.25,3808.97,25.11,33.73,0.15,,0,40.64,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32249,9152,0,1.09,5301.39,31.75,33.14,,,,33.04,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32251,8791,1.62,2.11,6406,10.18,37.57,,,0,52.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32252,9567,0,1.1,869.14,34.05,31.14,,,0,34.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32253,9474,0,1.05,93.49,36.43,29.17,,,0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32254,9389,0,1.92,26790.91,33.62,30.49,,,0,35.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32255,7435,0,2.24,4127.54,2.3,34.21,,,0,63.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32257,9097,1.65,1.25,15454.03,28.64,34.08,,,0,37.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32259,9260,0,1.07,20731.19,32.15,30.93,,,0,32.66,,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32261,9344,0.35,1.1,14782.27,35.37,28.32,,,0,35.58,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,
32263,9342,0,1.06,765.26,33.6,29.14,,,0,35.68,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32265,9265,0,1.13,6038.95,35.39,30.52,,,0,34.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32267,8791,0,1.65,1457.8,4.83,43.84,,,0,51.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32268,9590,0.93,1.84,10343.09,32.48,31.15,,,0,31.37,,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32269,8167,0,1.08,474.39,6.91,38.13,,,0,54.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32271,9223,3.79,4.21,17871,4.44,39.45,0.49,,0,55.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32272,9399,0,1.09,26919.03,33.59,29.91,,,0,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32273,9458,0,1.06,1977.2,33.68,31.74,,,0,34.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32274,9241,0,1.39,813.73,13.76,41.02,,,0,43.85,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32275,9472,0,1.09,200.84,23.87,33,,,0,38.62,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32276,8810,6.22,1.63,782.57,20.18,36.52,,,0,40.16,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32277,8334,0,1.07,173.14,12.08,40.47,,,0,47.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32278,8811,0,1.07,176.6,22.8,33.96,,,0,43.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32279,8328,0,1.53,879.53,10.56,39.38,,,0,50.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32280,9222,0,1.07,121.19,25,31.55,,,0,37.7,,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32281,8966,17.79,2.51,2271.53,23.84,36.36,,,0,35.96,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32282,8332,0,1.16,155.82,24.38,26.65,,,0,45.4,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32283,8852,0,1.25,495.17,14.1,37.58,,,0,47.04,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32284,9036,0,1.12,322.03,25.23,32.04,,,0,39.78,0.71,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32285,9102,0,1.09,138.51,28.32,31.26,,,0,37.68,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32287,9078,0,1.05,1388.54,28.88,32.17,,,,38.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32289,8918,0,1.06,4996.68,30.68,32.42,,,0,35.07,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32291,9057,0,1.06,51126.78,34.61,29.96,,,0,35.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32293,7769,0,1.94,886.45,48.06,38.27,8.03,5.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294,8830,0,1.08,1849.08,32.69,31.57,,,0,35.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32296,9579,0,1.07,20918.17,32.66,30.76,,,0,36.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32298,9049,0,1.1,3005.62,18.86,35.64,,,0,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32300,9555,0,1.09,34034.88,72.03,27.97,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32302,9316,0,1.06,4324.91,34.9,29.07,,,0,34.08,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32304,9374,0,1.04,6845.76,32.33,30.31,,,0,35.75,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32306,9703,0,1.06,27763.93,73.65,26.35,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32308,9197,0.51,1.18,13393.73,34.82,29.54,,,0,33.71,,1.42,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,
32310,8765,0,1.09,33331.96,73.54,25.77,0.69,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32312,9277,0.93,1.27,31957.26,35.31,30.57,,,0,34.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32314,9328,0,1.09,20336.44,33.07,31.43,,,0,33.85,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32316,8913,0,1.07,7891.49,24.12,34.64,,,0,41.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32318,9584,0,1.07,415.52,72.76,27.24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32320,9293,0,1.05,408.6,33.37,30.8,,,0,33.07,,2.17,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32322,9530,0,1.17,6804.21,71.38,27.36,,0.69,0,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32403,9488,0,1.12,80286.18,32.76,30.12,,,0,37.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32405,9404,1.09,1.63,10405.42,31.34,31.97,,,0,35.22,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32406,9085,13.1,3.34,7008.51,18.12,34.64,0.86,,0,45.9,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32407,9328,1.16,1.28,19709.69,30.92,30.7,,,0,38.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32408,9198,0,1.07,280.48,19.06,37.38,,,0,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32409,9276,0,1.07,22511.02,28.64,31.76,1.21,,0,32.06,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32410,8001,0,1.29,1250.03,44.35,38.14,12.17,5.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32411,9499,0,1.05,827.59,31.97,31.97,,,0,33.59,0.57,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32412,9357,0,1.1,56930.26,34.95,28.44,,,0,35.05,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32418,9205,0,1.16,20007.48,30.64,29.5,,,,37.27,0.62,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32431,9234,0,1.07,13553.01,34.89,30.43,,,0,34.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32434,9030,2.46,1.2,3026.4,31.75,32.27,,,0,34.12,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32461,9170,0,1.14,30395.59,72.12,27.26,,,0,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,
32463,9113,0,1.3,101782.62,73.16,26.45,0.31,0.02,0,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32464,6496,0,1.09,640.6,9.73,46.11,23.5,17.37,0,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32466,9271,0,1.28,25575.51,43.53,28.32,0.34,0.19,0,25.02,,1.31,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32468,9334,0,1.27,24578.25,35.78,30.85,,,0,32.88,0.45,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
32470,8940,5.08,1.25,67352.99,29.1,32.68,,,0,37.24,0.26,0.64,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,
32471,8713,0.87,2.45,3944.02,2.55,43.28,0.14,,0,54.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32472,9420,0.68,1.57,29166.33,33.9,29.6,,,0,35,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473,8104,0,1.11,1527.05,20.55,40.69,,,0,38.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32474,9133,0,1.05,509.02,10.04,40.04,0.49,,0,49.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32475,8262,0,1.04,51.94,3.45,38.51,0.8,,0,57.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32477,9511,0,1.11,92107.84,72.42,27.58,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32479,9113,0,1.1,15727.59,32.76,30.46,,,0,36.04,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32481,9412,0.28,1.08,88589.73,37,31.11,,,0,31.24,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32483,9742,0,1.08,51763.91,73.15,26.85,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
